"surveyID"	"samplingPerformedByID"	"verbatimSiteNames"	"verbatimSiteDescription"	"reportedWeather"	"isSamplingEffortReported"	"hasMaterialSamples"	"eventID"	"verbatimTargetScope"	"protocolNames"	"protocolDescriptions"	"protocolReferences"	"isAbundanceReported"	"materialSampleTypes"
"P239.2A"	"P239"	"DOFAtlasIIIQuadrantID: 2472"	"land cover: forest | subland cover: NA"	"Wind: NA | Temperature: NA"	"false"	"false"	"P239.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P239.2B"	"P239"	"DOFAtlasIIIQuadrantID: 2472"	"land cover: forest | subland cover: NA"	"Wind: NA | Temperature: NA"	"false"	"false"	"P239.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P241.1A"	"P241"	"DOFAtlasIIIQuadrantID: 3591"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"Wind: NA | Temperature: NA"	"false"	"false"	"P241.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P241.1B"	"P241"	"DOFAtlasIIIQuadrantID: 3591"	"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture"	"Wind: NA | Temperature: NA"	"false"	"false"	"P241.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P241.2A"	"P241"	"DOFAtlasIIIQuadrantID: 3581"	"land cover: forest | subland cover: NA"	"Wind: NA | Temperature: NA"	"false"	"false"	"P241.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P241.2B"	"P241"	"DOFAtlasIIIQuadrantID: 3581"	"land cover: forest | subland cover: NA"	"Wind: NA | Temperature: NA"	"false"	"false"	"P241.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P245.1A"	"P245"	"DOFAtlasIIIQuadrantID: 4609"	"land cover: dry | subland cover: pasture"	"Wind: NA | Temperature: NA"	"false"	"false"	"P245.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P245.1B"	"P245"	"DOFAtlasIIIQuadrantID: 4609"	"land cover: dry | subland cover: pasture"	"Wind: NA | Temperature: NA"	"false"	"false"	"P245.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P245.2A"	"P245"	"DOFAtlasIIIQuadrantID: 3699"	"land cover: wet | subland cover: meadow, marsh, lake"	"Wind: NA | Temperature: NA"	"false"	"false"	"P245.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P245.2B"	"P245"	"DOFAtlasIIIQuadrantID: 3699"	"land cover: wet | subland cover: meadow, marsh, lake"	"Wind: NA | Temperature: NA"	"false"	"false"	"P245.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P253.2A"	"P253"	"DOFAtlasIIIQuadrantID: 3617"	"land cover: dry | subland cover: moor"	"Wind: Moderate breeze 5.5-7.9 | Temperature: 20-24"	"true"	"true"	"P253.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P253.2B"	"P253"	"DOFAtlasIIIQuadrantID: 3617"	"land cover: dry | subland cover: moor"	"Wind: Moderate breeze 5.5-7.9 | Temperature: 15-19"	"true"	"true"	"P253.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P255.1A"	"P255"	"DOFAtlasIIIQuadrantID: 2654"	"land cover: wet | subland cover: meadow"	"Wind: NA | Temperature: NA"	"false"	"false"	"P255.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P255.1B"	"P255"	"DOFAtlasIIIQuadrantID: 2654"	"land cover: wet | subland cover: meadow"	"Wind: NA | Temperature: NA"	"false"	"false"	"P255.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P255.2A"	"P255"	"DOFAtlasIIIQuadrantID: 2644"	"land cover: wet | subland cover: meadow, marsh"	"Wind: NA | Temperature: NA"	"false"	"false"	"P255.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P255.2B"	"P255"	"DOFAtlasIIIQuadrantID: 2644"	"land cover: wet | subland cover: meadow, marsh"	"Wind: NA | Temperature: NA"	"false"	"false"	"P255.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P256.1A"	"P256"	"DOFAtlasIIIQuadrantID: 3877"	"land cover: forest | subland cover: NA"	"Wind: Light Breeze 1.6-3.3 | Temperature: 25+"	"true"	"true"	"P256.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P256.1B"	"P256"	"DOFAtlasIIIQuadrantID: 3877"	"land cover: forest | subland cover: NA"	"Wind: Light Breeze 1.6-3.3 | Temperature: 25+"	"true"	"true"	"P256.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P256.2A"	"P256"	"DOFAtlasIIIQuadrantID: 3867"	"land cover: dry, agriculture | subland cover: intensive agriculture"	"Wind: Light Breeze 1.6-3.3 | Temperature: 25+"	"true"	"true"	"P256.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P256.2B"	"P256"	"DOFAtlasIIIQuadrantID: 3867"	"land cover: dry, agriculture | subland cover: intensive agriculture"	"Wind: Light Breeze 1.6-3.3 | Temperature: 25+"	"true"	"true"	"P256.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P257.1A"	"P257"	"DOFAtlasIIIQuadrantID: 3750"	"land cover: dry | subland cover: pasture"	"Wind: NA | Temperature: NA"	"false"	"false"	"P257.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P257.1B"	"P257"	"DOFAtlasIIIQuadrantID: 3750"	"land cover: dry | subland cover: pasture"	"Wind: NA | Temperature: NA"	"false"	"false"	"P257.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P257.2A"	"P257"	"DOFAtlasIIIQuadrantID: 3827"	"land cover: dry, wet | subland cover: meadow, pasture"	"Wind: NA | Temperature: NA"	"false"	"false"	"P257.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
"P257.2B"	"P257"	"DOFAtlasIIIQuadrantID: 3827"	"land cover: dry, wet | subland cover: meadow, pasture"	"Wind: NA | Temperature: NA"	"false"	"false"	"P257.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"
